Name,Label,Owner,Ownership,Proof,Shanai,Kodomo,Type,SubType,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,admitte0,admitte1,admitte2,admitte3,admitte4,admitte5,entry0,entry1,entry2,entry3,entry4,entry5,Vacancy,VacancyDate
上北野保育園,上北野保育園,福井市,公立,,,,認可保育所,保育所,福井市上北野1丁目22-46,,36.062129,136.250208,,0776-54-0069,,,,,,,,,,,,,,,,,,,,,,,,,,
麻生津保育園,麻生津保育園,福井市,公立,,,,認可保育所,保育所,福井市浅水二日町131字下河原18,,36.001616,136.19805,,0776-38-1356,,,,,,,,,,,,,,,,,,,,,,,,,,
啓蒙保育園,啓蒙保育園,福井市,公立,,,,認可保育所,保育所,福井市開発1丁目1910,,36.077288,136.243625,,0776-54-0070,,,,,,,,,,,,,,,,,,,,,,,,,,
牧島保育園,牧島保育園,福井市,公立,,,,認可保育所,保育所,福井市文京3丁目26-23,,36.079789,136.210528,,0776-22-0071,,,,,,,,,,,,,,,,,,,,,,,,,,
本郷保育園,本郷保育園,福井市,公立,,,,認可保育所,保育所,福井市大年町1-56,,36.116803,136.141447,,0776-83-0549,,,,,,,,,,,,,,,,,,,,,,,,,,
森田東保育園,森田東保育園,福井市,公立,,,,認可保育所,保育所,福井市上森田4丁目302,,36.113231,136.235168,,0776-56-0249,,,,,,,,,,,,,,,,,,,,,,,,,,
森田浜保育園,森田浜保育園,福井市,公立,,,,認可保育所,保育所,福井市粟森町浜603,,36.114576,136.241529,,0776-56-0482,,,,,,,,,,,,,,,,,,,,,,,,,,
東郷保育園,東郷保育園,福井市,公立,,,,認可保育所,保育所,福井市東郷二ｹ町37-18,,36.015505,136.273003,,0776-41-0152,,,,,,,,,,,,,,,,,,,,,,,,,,
森田栄保育園,森田栄保育園,福井市,公立,,,,認可保育所,保育所,福井市栄町2-22,,36.107728,136.223038,,0776-56-2244,,,,,,,,,,,,,,,,,,,,,,,,,,
森田栄保育園古市分園,森田栄保育園古市分園,福井市,公立,,,,認可保育所,保育所,福井市古市3丁目901,,36.103876,136.226266,,0776-56-3217,,,,,,,,,,,,,,,,,,,,,,,,,,
みやま保育園,みやま保育園,福井市,公立,,,,認可保育所,保育所,福井市境寺町36-3,,35.998256,136.364515,,0776-90-1361,,,,,,,,,,,,,,,,,,,,,,,,,,
緑ケ丘保育園,緑ケ丘保育園,(福)国見慈光会,私立,,,,認可保育所,保育所,福井市鮎川町92-23,,36.091776,136.03382,,0776-88-2050,,,,,,,,,,,,,,,,,,,,,,,,,,
中藤保育園,中藤保育園,(福)中藤福祉会,私立,,,,認可保育所,保育所,福井市高木北4丁目301-1,,36.096524,136.235054,,0776-54-5540,,,,,,,,,,,,,,,,,,,,,,,,,,
西光寺保育園,西光寺保育園,(財)西光寺福祉会,私立,,,,認可保育所,保育所,福井市左内町8-21,,36.058437,136.213178,,0776-36-1528,,,,,,,,,,,,,,,,,,,,,,,,,,
新田塚保育園,新田塚保育園,(福)白寿院,私立,,,,認可保育所,保育所,福井市新田塚1丁目42-1,,36.092377,136.205832,,0776-21-1373,,,,,,,,,,,,,,,,,,,,,,,,,,
高木保育園,高木保育園,(福)中藤福祉会,私立,,,,認可保育所,保育所,福井市高木北2丁目1011,,36.099427,136.231554,,0776-54-4303,,,,,,,,,,,,,,,,,,,,,,,,,,
仁愛保育園,仁愛保育園,(福)仁愛福祉会,私立,,,,認可保育所,保育所,福井市天池町35-2,,36.105992,136.21795,,0776-56-2688,,,,,,,,,,,,,,,,,,,,,,,,,,
大和田保育園,大和田保育園,(福)和の里福祉会,私立,,,,認可保育所,保育所,福井市大和田町51-9,,36.098628,136.258463,,0776-53-6150,,,,,,,,,,,,,,,,,,,,,,,,,,
曙保育園,曙保育園,(福)曙保育園,私立,,,,認可保育所,保育所,福井市蒲生町10-29,,36.037168,136.013666,,0776-89-2114,,,,,,,,,,,,,,,,,,,,,,,,,,
めいりん保育園,めいりん保育園,(福）あすなろ会,私立,,,,認可保育所,保育所,福井市花堂東2丁目210,,36.042853,136.222761,,0776-33-7716,,,,,,,,,,,,,,,,,,,,,,,,,,
ゆきんこ森田保育園,ゆきんこ森田保育園,(福)ゆきんこの会,私立,,,,認可保育所,保育所,福井市石盛町415,,36.11738,136.223602,,0776-50-2273,,,,,,,,,,,,,,,,,,,,,,,,,,
気比保育園,気比保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市蓬莱町4-18,,35.657743,136.070171,,0770-22-1312,,,,,,,,,,,,,,,,,,,,,,,,,,
松原保育園,松原保育園,（福）敦賀市社会福祉事業団,私立,,,,認可保育所,保育所,敦賀市松原町4-5,,35.651207,136.053718,,0770-22-0854,,,,,,,,,,,,,,,,,,,,,,,,,,
黒河保育園,黒河保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市御名38-15,,35.612373,136.0508,,0770-22-1147,,,,,,,,,,,,,,,,,,,,,,,,,,
金山保育園,金山保育園,（福）敦賀市社会福祉事業団,私立,,,,認可保育所,保育所,敦賀市桜ｹ丘町32-2,,35.624374,136.035324,,0770-22-2191,,,,,,,,,,,,,,,,,,,,,,,,,,
東浦保育園,東浦保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市大比田34-41-2,,35.744863,136.100275,,0770-28-1611,,,,,,,,,,,,,,,,,,,,,,,,,,
木崎保育園,木崎保育園,（福）敦賀市社会福祉事業団,私立,,,,認可保育所,保育所,敦賀市木崎38-4-1,,35.641891,136.044703,,0770-23-3710,,,,,,,,,,,,,,,,,,,,,,,,,,
つるが保育園,つるが保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市舞崎町2丁目21-1,,35.648333,136.07851,,0770-23-5510,,,,,,,,,,,,,,,,,,,,,,,,,,
粟野保育園,粟野保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市莇生野54-32-1,,35.630531,136.042221,,0770-25-0320,,,,,,,,,,,,,,,,,,,,,,,,,,
櫛川保育園,櫛川保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市松島町130字松原238,,35.653262,136.042983,,0770-25-1210,,,,,,,,,,,,,,,,,,,,,,,,,,
三島保育園,三島保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市三島町37-10-1,,35.6455,136.065439,,0770-25-4813,,,,,,,,,,,,,,,,,,,,,,,,,,
櫛林保育園,櫛林保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市櫛林13-9-1,,35.623971,136.046034,,0770-25-7540,,,,,,,,,,,,,,,,,,,,,,,,,,
中郷保育園,中郷保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市道口24-2-1,,35.628082,136.07185,,0770-25-7900,,,,,,,,,,,,,,,,,,,,,,,,,,
東郷保育園,東郷保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市谷口20-3-4,,35.649264,136.091844,,0770-25-4761,,,,,,,,,,,,,,,,,,,,,,,,,,
沓見保育園,沓見保育園,敦賀市,公立,,,,認可保育所,保育所,敦賀市沓見68-1-1,,35.6406,136.018617,,0770-25-4762,,,,,,,,,,,,,,,,,,,,,,,,,,
中郷西保育園,中郷西保育園,(福)つくし会,私立,,,,認可保育所,保育所,敦賀市古田刈66-1303-2,,35.631715,136.061204,,0770-24-5270,,,,,,,,,,,,,,,,,,,,,,,,,,
松乃栄保育園,松乃栄保育園,(福)松乃栄保育園,私立,,,,認可保育所,保育所,敦賀市松栄町14-13,,35.655926,136.06027,,0770-23-0320,,,,,,,,,,,,,,,,,,,,,,,,,,
晴明保育園,晴明保育園,(福)敦賀聖ﾏﾀｲ福祉会,私立,,,,認可保育所,保育所,敦賀市相生町14-3,,35.655957,136.067991,,0770-22-1460,,,,,,,,,,,,,,,,,,,,,,,,,,
藤ケ丘保育園,藤ケ丘保育園,(福)藤ｹ丘福祉会,私立,,,,認可保育所,保育所,敦賀市藤ｹ丘町15-5,,35.654522,136.085275,,0770-25-8854,,,,,,,,,,,,,,,,,,,,,,,,,,
つくしんぼ保育園,つくしんぼ保育園,(福)つくし会,私立,,,,認可保育所,保育所,敦賀市公文名29-1-2,,35.6193,136.0524,,0770-25-8547,,,,,,,,,,,,,,,,,,,,,,,,,,
遠敷保育園,遠敷保育園,小浜市,公立,,,,認可保育所,保育所,小浜市遠敷71-8,,35.478118,135.781041,,0770-52-0432,,,,,,,,,,,,,,,,,,,,,,,,,,
国富保育園,国富保育園,小浜市,公立,,,,認可保育所,保育所,小浜市粟田17-12,,35.500583,135.774489,,0770-52-5683,,,,,,,,,,,,,,,,,,,,,,,,,,
口名田保育園,口名田保育園,小浜市,公立,,,,認可保育所,保育所,小浜市中井45-8,,35.457669,135.718827,,0770-58-0212,,,,,,,,,,,,,,,,,,,,,,,,,,
中名田保育園,中名田保育園,小浜市,公立,,,,認可保育所,保育所,小浜市和多田13-40,,35.426541,135.676072,,0770-59-0102,,,,,,,,,,,,,,,,,,,,,,,,,,
加斗保育園,加斗保育園,小浜市,公立,,,,認可保育所,保育所,小浜市飯盛58-15,,35.483266,135.677347,,0770-53-3049,,,,,,,,,,,,,,,,,,,,,,,,,,
内外海保育園,内外海保育園,小浜市,公立,,,,認可保育所,保育所,小浜市甲ヶ崎22-33,,35.528548,135.754482,,0770-53-0554,,,,,,,,,,,,,,,,,,,,,,,,,,
松永保育園,松永保育園,小浜市,公立,,,,認可保育所,保育所,小浜市上野28-8-2,,35.473966,135.796354,,0770-57-1822,,,,,,,,,,,,,,,,,,,,,,,,,,
聖ルカ乳児保育園,聖ルカ乳児保育園,(福)聖ﾙｶ会,私立,,,,認可保育所,保育所,小浜市千種2丁目4-12,,35.499379,135.750377,,0770-53-1538,,,,,,,,,,,,,,,,,,,,,,,,,,
チューリップ保育園,チューリップ保育園,(福)清菱会,私立,,,,認可保育所,保育所,小浜市伏原22-1-12,,35.491171,135.745769,,0770-53-2125,,,,,,,,,,,,,,,,,,,,,,,,,,
今富そらのとり保育園,今富そらのとり保育園,(福)聖ﾙｶ会,私立,,,,認可保育所,保育所,小浜市和久里33-6,,35.48545,135.759332,,0770-56-5677,,,,,,,,,,,,,,,,,,,,,,,,,,
やまなみ保育園,やまなみ保育園,(福)清菱会,私立,,,,認可保育所,保育所,小浜市水取4丁目3-10,,35.504778,135.755538,,0770-53-2873,,,,,,,,,,,,,,,,,,,,,,,,,,
春日保育園（休所）,春日保育園（休所）,大野市,公立,,,,認可保育所,保育所,大野市日吉町24-6,,35.980324,136.495695,,0779-66-4005,,,,,,,,,,,,,,,,,,,,,,,,,,
あかね保育園,あかね保育園,大野市,公立,,,,認可保育所,保育所,大野市水落町7-24,,35.991648,136.488427,,0779-66-5273,,,,,,,,,,,,,,,,,,,,,,,,,,
荒島保育園,荒島保育園,大野市,公立,,,,認可保育所,保育所,大野市上野42-17,,35.990419,136.538175,,0779-66-4257,,,,,,,,,,,,,,,,,,,,,,,,,,
阪谷保育園,阪谷保育園,大野市,公立,,,,認可保育所,保育所,大野市伏石11-14,,35.984901,136.574065,,0779-67-1070,,,,,,,,,,,,,,,,,,,,,,,,,,
いとよ保育園,いとよ保育園,(福)いとよ保育園,私立,,,,認可保育所,保育所,大野市清和町710,,35.985613,136.502195,,0779-66-3848,,,,,,,,,,,,,,,,,,,,,,,,,,
上庄保育園,上庄保育園,(福上庄保育園,私立,,,,認可保育所,保育所,大野市稲郷43-5,,35.948885,136.522999,,0779-64-1217,,,,,,,,,,,,,,,,,,,,,,,,,,
亀山保育園,亀山保育園,(福)廣瀬福祉会,私立,,,,認可保育所,保育所,大野市水落町3-35,,35.989673,136.48578,,0779-65-1104,,,,,,,,,,,,,,,,,,,,,,,,,,
開成保育園,開成保育園,(福)ふたば福祉会,私立,,,,認可保育所,保育所,大野市新庄5字15-2,,35.974797,136.489788,,0779-65-1103,,,,,,,,,,,,,,,,,,,,,,,,,,
篠座保育園,篠座保育園,(福)若草福祉会,私立,,,,認可保育所,保育所,大野市篠座74-32,,35.963385,136.499842,,0779-65-6570,,,,,,,,,,,,,,,,,,,,,,,,,,
和泉保育園,和泉保育園,大野市,公立,,,,認可保育所,保育所,大野市朝日25-7,,35.905223,136.662656,,0779-78-2812,,,,,,,,,,,,,,,,,,,,,,,,,,
南保育園,南保育園,(福)やまぎし幼児会,私立,,,,認可保育所,保育所,勝山市元町2丁目7-28,,36.056154,136.503201,,0779-88-0850,,,,,,,,,,,,,,,,,,,,,,,,,,
平泉寺保育園,平泉寺保育園,勝山市,公立,,,,認可保育所,保育所,勝山市平泉寺町平泉寺164-45甲,,36.03586,136.532318,,0779-88-4332,,,,,,,,,,,,,,,,,,,,,,,,,,
野向保育園,野向保育園,勝山市,公立,,,,認可保育所,保育所,勝山市野向町龍谷50-47,,36.09141,136.493825,,0779-87-3888,,,,,,,,,,,,,,,,,,,,,,,,,,
ケイテー保育園,ケイテー保育園,(福)ｹｲﾃｰ保育園,私立,,,,認可保育所,保育所,勝山市元町1-8-17,,36.060828,136.501606,,0779-87-1857,,,,,,,,,,,,,,,,,,,,,,,,,,
中央保育園,中央保育園,(福)ｹｲﾃｰ保育園,私立,,,,認可保育所,保育所,勝山市栄町2-7-6,,36.062194,136.494176,,0779-88-0872,,,,,,,,,,,,,,,,,,,,,,,,,,
松文保育園,松文保育園,(福)松文保育園,私立,,,,認可保育所,保育所,勝山市旭町1-1-56,,36.057898,136.50622,,0779-69-1111,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿谷保育園,鹿谷保育園,(福)越前福祉会鹿谷保育園,私立,,,,認可保育所,保育所,勝山市鹿谷町保田99-31-2,,36.070571,136.464401,,0779-89-2211,,,,,,,,,,,,,,,,,,,,,,,,,,
北郷わしのこ保育園,北郷わしのこ保育園,(福)大日園,私立,,,,認可保育所,保育所,勝山市北郷町東野28-45,,36.084505,136.429629,,0779-89-3433,,,,,,,,,,,,,,,,,,,,,,,,,,
王山保育所,王山保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市本町4丁目6-17,,35.949067,136.184304,,0778-51-0640,,,,,,,,,,,,,,,,,,,,,,,,,,
早稲田保育所,早稲田保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市日の出町6-37,,35.942341,136.185957,,0778-51-0364,,,,,,,,,,,,,,,,,,,,,,,,,,
神明保育所,神明保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市三六町1丁目1-12,,35.968409,136.178971,,0778-51-1137,,,,,,,,,,,,,,,,,,,,,,,,,,
中河保育所,中河保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市中野町208-1,,35.954503,136.210343,,0778-51-3103,,,,,,,,,,,,,,,,,,,,,,,,,,
みずほ保育園,みずほ保育園,(福)あすなろ福祉会,私立,,,,認可保育所,保育所,鯖江市下河端町47-43,,35.968576,136.197744,,0778-51-1416,,,,,,,,,,,,,,,,,,,,,,,,,,
立待保育所,立待保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市杉本町33-4-1,,35.983571,136.173629,,0778-51-3377,,,,,,,,,,,,,,,,,,,,,,,,,,
石田保育所,石田保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市石田上町44-1,,35.979554,136.160972,,0778-51-1972,,,,,,,,,,,,,,,,,,,,,,,,,,
吉川保育所,吉川保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市大倉町5-20,,35.96294,136.156526,,0778-62-1332,,,,,,,,,,,,,,,,,,,,,,,,,,
かわだ保育所,かわだ保育所,鯖江市,公立,,,,認可保育所,保育所,鯖江市莇生田町10-5-1,,35.946232,136.272373,,0778-65-0173,,,,,,,,,,,,,,,,,,,,,,,,,,
草の実保育園,草の実保育園,(福)草の実福祉会,私立,,,,認可保育所,保育所,鯖江市鳥羽1丁目3-18-2,,35.984227,136.186808,,0778-52-1511,,,,,,,,,,,,,,,,,,,,,,,,,,
すみれ保育園,すみれ保育園,(福)鯖江すみれ保育園,私立,,,,認可保育所,保育所,鯖江市住吉町1丁目14-14,,35.941096,136.181902,,0778-51-4144,,,,,,,,,,,,,,,,,,,,,,,,,,
やなぎ保育園,やなぎ保育園,(福)やなぎ保育園,私立,,,,認可保育所,保育所,鯖江市柳町4丁目2-17,,35.948409,136.192003,,0778-51-0012,,,,,,,,,,,,,,,,,,,,,,,,,,
白蓮保育園,白蓮保育園,(福)白蓮福祉会,私立,,,,認可保育所,保育所,鯖江市糺町37-7,,35.97808,136.173138,,0778-51-2493,,,,,,,,,,,,,,,,,,,,,,,,,,
あすなろ保育園,あすなろ保育園,(福)あすなろ福祉会,私立,,,,認可保育所,保育所,鯖江市御幸町2丁目15-15,,35.977944,136.191686,,0778-51-6552,,,,,,,,,,,,,,,,,,,,,,,,,,
吉江保育園,吉江保育園,(福)吉江保育園,私立,,,,認可保育所,保育所,鯖江市杉本町408,,35.982957,136.171776,,0778-51-6555,,,,,,,,,,,,,,,,,,,,,,,,,,
鯖江いずみ保育園,鯖江いずみ保育園,(福)いずみ保育園,私立,,,,認可保育所,保育所,鯖江市下河端町2-8,,35.969884,136.187936,,0778-52-4771,,,,,,,,,,,,,,,,,,,,,,,,,,
新横江保育園,新横江保育園,(福)新横江保育園,私立,,,,認可保育所,保育所,鯖江市新横江1丁目3-13,,35.941869,136.195912,,0778-52-3883,,,,,,,,,,,,,,,,,,,,,,,,,,
ふじ保育園,ふじ保育園,(福)ふじ乃里,私立,,,,認可保育所,保育所,鯖江市持明寺町14-14-1,,35.963523,136.144741,,0778-62-0236,,,,,,,,,,,,,,,,,,,,,,,,,,
上太田保育園,上太田保育園,越前市,公立,,,,認可保育所,保育所,越前市上太田町11-2,,35.900545,136.151307,,0778-22-0065,,,,,,,,,,,,,,,,,,,,,,,,,,
なかよし保育園,なかよし保育園,越前市,公立,,,,認可保育所,保育所,越前市高瀬二丁目4-14,,35.89909,136.160914,,0778-23-8024,,,,,,,,,,,,,,,,,,,,,,,,,,
家久保育園,家久保育園,越前市,公立,,,,認可保育所,保育所,越前市家久町94-2-1,,35.922551,136.166921,,0778-24-1244,,,,,,,,,,,,,,,,,,,,,,,,,,
二葉保育園,二葉保育園,(福)華光会,私立,,,,認可保育所,保育所,越前市五分市町3-6-1,,35.891352,136.227798,,0778-27-1328,,,,,,,,,,,,,,,,,,,,,,,,,,
南保育園,南保育園,(福)和楽園,私立,,,,認可保育所,保育所,越前市若竹町12-23,,35.893122,136.167158,,0778-22-3214,,,,,,,,,,,,,,,,,,,,,,,,,,
西保育園,西保育園,(福)和楽園,私立,,,,認可保育所,保育所,越前市新保町32-10,,35.907295,136.151757,,0778-22-7151,,,,,,,,,,,,,,,,,,,,,,,,,,
国高保育園,国高保育園,(福)和楽園,私立,,,,認可保育所,保育所,越前市村国一丁目9-8,,35.907073,136.183003,,0778-23-0983,,,,,,,,,,,,,,,,,,,,,,,,,,
高瀬保育園,高瀬保育園,(福)和楽園,私立,,,,認可保育所,保育所,越前市文京二丁目4-3,,35.894624,136.161039,,0778-23-5203,,,,,,,,,,,,,,,,,,,,,,,,,,
愛星保育園,愛星保育園,(福)雛岳園,私立,,,,認可保育所,保育所,越前市白崎町33-2-1,,35.864272,136.146967,,0778-24-4450,,,,,,,,,,,,,,,,,,,,,,,,,,
そよかぜ保育園,そよかぜ保育園,(福)わかたけ共済部,私立,,,,認可保育所,保育所,越前市高木町12-7-1,,35.927904,136.19066,,0778-24-0340,,,,,,,,,,,,,,,,,,,,,,,,,,
たんぽぽ保育園,たんぽぽ保育園,(福)雛岳園,私立,,,,認可保育所,保育所,越前市常久町101,,35.885439,136.162175,,0778-24-4460,,,,,,,,,,,,,,,,,,,,,,,,,,
加戸保育園,加戸保育園,坂井市,公立,,,,認可保育所,保育所,坂井市三国町加戸34-30-1,,36.228169,136.172507,,0776-82-0097,,,,,,,,,,,,,,,,,,,,,,,,,,
みくに未来保育園,みくに未来保育園,坂井市,公立,,,,認可保育所,保育所,坂井市三国町神明1丁目5-46,,36.216853,136.14691,,0776-81-2373,,,,,,,,,,,,,,,,,,,,,,,,,,
三国南保育園,三国南保育園,坂井市,公立,,,,認可保育所,保育所,坂井市三国町南本町1丁目4-35,,36.212115,136.15444,,0776-81-2910,,,,,,,,,,,,,,,,,,,,,,,,,,
三国松涛保育園,三国松涛保育園,(福)慶長会,私立,,,,認可保育所,保育所,坂井市三国町運動公園2丁目15-15,,36.228146,136.151517,,0776-82-7369,,,,,,,,,,,,,,,,,,,,,,,,,,
米納津保育所,米納津保育所,(福)米納津保育所,私立,,,,認可保育所,保育所,坂井市三国町黒目18-18,,36.173521,136.131888,,0776-81-3069,,,,,,,,,,,,,,,,,,,,,,,,,,
霞保育園,霞保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町霞町3丁目10-1,,36.153333,136.274945,,0776-66-0848,,,,,,,,,,,,,,,,,,,,,,,,,,
今福保育園,今福保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町今福13-7,,36.145189,136.267752,,0776-66-1196,,,,,,,,,,,,,,,,,,,,,,,,,,
安田保育園,安田保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町下安田19-9,,36.125688,136.253404,,0776-66-0196,,,,,,,,,,,,,,,,,,,,,,,,,,
鳴鹿保育園,鳴鹿保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町上金屋5-15,,36.110581,136.308129,,0776-66-2757,,,,,,,,,,,,,,,,,,,,,,,,,,
磯部西保育園,磯部西保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町上安田7-3-1,,36.123656,136.257073,,0776-66-7601,,,,,,,,,,,,,,,,,,,,,,,,,,
高椋保育園,高椋保育園,坂井市,公立,,,,認可保育所,保育所,坂井市丸岡町寅国2-13,,36.144115,136.26966,,0776-67-4633,,,,,,,,,,,,,,,,,,,,,,,,,,
つぼみ保育園,つぼみ保育園,(福)親渉会,私立,,,,認可保育所,保育所,坂井市丸岡町坪江9-11,,36.1748,136.274438,,0776-66-2564,,,,,,,,,,,,,,,,,,,,,,,,,,
もみじ保育園,もみじ保育園,(福)丸岡福祉会,私立,,,,認可保育所,保育所,坂井市丸岡町板倉45-9,,36.128234,136.284098,,0776-67-6760,,,,,,,,,,,,,,,,,,,,,,,,,,
まごころ保育園,まごころ保育園,(福)至誠福祉会,私立,,,,認可保育所,保育所,坂井市丸岡町長崎8-5-3,,36.142561,136.250654,,0776-68-0756,,,,,,,,,,,,,,,,,,,,,,,,,,
しろの子保育園,しろの子保育園,(福)若葉会,私立,,,,認可保育所,保育所,坂井市丸岡町本町4-60,,36.156369,136.271012,,0776-68-0360,,,,,,,,,,,,,,,,,,,,,,,,,,
わっか保育園,わっか保育園,（福）和愛福祉会,私立,,,,認可保育所,保育所,坂井市丸岡町愛宕9-1,,36.149511,136.277537,,0776-68-0181,,,,,,,,,,,,,,,,,,,,,,,,,,
春江中保育園,春江中保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町本堂5-42,,36.137741,136.20902,,0776-51-0480,,,,,,,,,,,,,,,,,,,,,,,,,,
春江東保育園,春江東保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町中筋高田11,,36.126435,136.23502,,0776-51-2288,,,,,,,,,,,,,,,,,,,,,,,,,,
春江北保育園,春江北保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町中庄11-2-3,,36.14897,136.189807,,0776-51-9622,,,,,,,,,,,,,,,,,,,,,,,,,,
春江西保育園,春江西保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町松木11-7,,36.136402,136.200887,,0776-51-3046,,,,,,,,,,,,,,,,,,,,,,,,,,
春江保育園,春江保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町江留下屋敷220,,36.130181,136.221752,,0776-51-2372,,,,,,,,,,,,,,,,,,,,,,,,,,
春江東部保育園,春江東部保育園,坂井市,公立,,,,認可保育所,保育所,坂井市春江町中筋29?1,,36.12946,136.237886,,0776-58-5833,,,,,,,,,,,,,,,,,,,,,,,,,,
春江みどり保育園,春江みどり保育園,(福)春江みどり保育園,私立,,,,認可保育所,保育所,坂井市春江町江留下宇和江9,,36.126237,136.220877,,0776-51-0285,,,,,,,,,,,,,,,,,,,,,,,,,,
いと勢保育園,いと勢保育園,(福)いと勢会,私立,,,,認可保育所,保育所,坂井市春江町江留下相田27-1,,36.128012,136.219447,,0776-51-2715,,,,,,,,,,,,,,,,,,,,,,,,,,
春江ゆり保育園,春江ゆり保育園,（福）坂井来春会,私立,,,,認可保育所,保育所,坂井市春江町随応寺24-17,,36.132903,136.222188,,0776-51-5200,,,,,,,,,,,,,,,,,,,,,,,,,,
るんびに保育園,るんびに保育園,(福)照育会,私立,,,,認可保育所,保育所,坂井市坂井町下兵庫56-4,,36.173089,136.197702,,0776-72-0229,,,,,,,,,,,,,,,,,,,,,,,,,,
大関保育園,大関保育園,(福)大関保育園,私立,,,,認可保育所,保育所,坂井市坂井町大味27-14,,36.187619,136.207303,,0776-72-1870,,,,,,,,,,,,,,,,,,,,,,,,,,
すずらん保育園,すずらん保育園,(福)すずらん保育園,私立,,,,認可保育所,保育所,坂井市坂井町高柳117-11-2,,36.183537,136.170801,,0776-72-1244,,,,,,,,,,,,,,,,,,,,,,,,,,
坂井松涛保育園,坂井松涛保育園,（福）慶長会,私立,,,,認可保育所,保育所,坂井市坂井町長畑14-1-1,,36.166138,136.237159,,0776-50-2181,,,,,,,,,,,,,,,,,,,,,,,,,,
よつば保育園,よつば保育園,（福）城久会,私立,,,,認可保育所,保育所,坂井市丸岡町磯部福庄24-18,,36.116813,136.266275,,0776-68-1112,,,,,,,,,,,,,,,,,,,,,,,,,,
なかよし幼児園,なかよし幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町松岡吉野堺15-37,,36.087959,136.296437,,0776-61-1092,,,,,,,,,,,,,,,,,,,,,,,,,,
松岡西幼児園,松岡西幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町松岡葵3丁目120,,36.09112,136.294612,,0776-61-0367,,,,,,,,,,,,,,,,,,,,,,,,,,
松岡東幼児園,松岡東幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町松岡薬師1丁目63,,36.0976,136.305108,,0776-61-0346,,,,,,,,,,,,,,,,,,,,,,,,,,
御陵幼児園,御陵幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町松岡兼定島38-6,,36.106784,136.289273,,0776-61-2001,,,,,,,,,,,,,,,,,,,,,,,,,,
志比北幼児園,志比北幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町吉波23-8-1,,36.095929,136.361708,,0776-63-2593,,,,,,,,,,,,,,,,,,,,,,,,,,
志比南幼児園,志比南幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町市野々2-19-1,,36.069476,136.327775,,0776-63-2298,,,,,,,,,,,,,,,,,,,,,,,,,,
志比幼児園,志比幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町谷口1-14,,36.094704,136.333318,,0776-63-2307,,,,,,,,,,,,,,,,,,,,,,,,,,
上志比幼児園,上志比幼児園,永平寺町,公立,,,,認可保育所,保育所,吉田郡永平寺町石上26-26,,36.071105,136.402227,,0776-64-2145,,,,,,,,,,,,,,,,,,,,,,,,,,
湯尾保育所,湯尾保育所,南越前町,公立,,,,認可保育所,保育所,南条郡南越前町湯尾72-15,,35.794313,136.196185,,0778-45-1168,,,,,,,,,,,,,,,,,,,,,,,,,,
河野保育園,河野保育園,南越前町,公立,,,,認可保育所,保育所,南条郡南越前町今泉19-48-4,,35.829133,136.065665,,0778-48-2123,,,,,,,,,,,,,,,,,,,,,,,,,,
